,Player,Pos,FG-per-36,FGA-per-36,FG%-per-36,3P-per-36,3PA-per-36,3P%-per-36,2P-per-36,2PA-per-36,2P%-per-36,FT-per-36,FTA-per-36,FT%-per-36,ORB-per-36,DRB-per-36,TRB-per-36,AST-per-36,STL-per-36,BLK-per-36,TOV-per-36,PF-per-36,PTS-per-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Team,Season,Season Type,Games,Fast Break Pts,Points In Paint,Points off TO,2nd Chance PTS,Q1 Points Per Game,Q2 Points Per Game,Q3 Points Per Game,Q4 Points Per Game,Points scored per shot
356,Emeka Okafor,C,4.9,9.7,0.505,0.0,0.0,,4.9,9.7,0.505,1.8,2.2,0.818,4.8,7.4,12.2,0.8,0.8,2.5,1.3,3.1,11.6,16.4,0.545,0.0,0.23199999999999998,14.9,21.7,18.4,3.1,1.1,5.6,11.0,14.4,0.5,0.5,1.0,0.14,-2.6,1.3,-1.3,0.1,Pelicans,2017-2018,REG,14,0.79,4.0,0.86,1.21,2.14,0.57,3.0,0.5,1.318
357,Jahlil Okafor,C,7.9,14.1,0.5579999999999999,0.1,0.4,0.25,7.8,13.7,0.5670000000000001,2.1,3.0,0.7240000000000001,2.1,6.5,8.7,1.2,0.3,1.8,2.1,5.2,17.9,15.3,0.584,0.028999999999999998,0.21,6.3,19.4,12.8,5.9,0.4,3.9,12.2,21.0,0.3,0.3,0.6,0.083,-3.7,-0.8,-4.5,-0.2,"76ers, Nets",2017-2018,REG,25,0.24,4.72,0.64,1.24,0.92,2.36,0.56,2.2,1.248
358,Victor Oladipo,SG,9.0,18.9,0.47700000000000004,2.3,6.1,0.371,6.8,12.8,0.528,4.1,5.2,0.799,0.7,4.8,5.5,4.6,2.5,0.8,3.1,2.5,24.5,23.1,0.5770000000000001,0.32299999999999995,0.27399999999999997,2.1,15.1,8.6,21.2,3.5,2.0,12.7,30.1,4.3,4.0,8.3,0.155,3.6,1.3,4.9,4.5,Pacers,2017-2018,REG,63,4.7,8.73,4.75,1.51,6.17,4.59,7.03,5.49,1.2819999999999998
359,Kelly Olynyk,PF,6.4,12.9,0.49700000000000005,2.1,5.7,0.379,4.2,7.2,0.59,2.7,3.5,0.77,1.8,6.9,8.7,4.2,1.3,0.7,3.0,4.5,17.6,17.8,0.612,0.44,0.27399999999999997,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,0.14800000000000002,1.6,1.3,2.9,2.2,Heat,2017-2018,REG,63,0.7,4.57,1.43,1.49,2.17,2.79,2.02,3.76,1.348
360,Cedi Osman,SF,4.8,10.0,0.484,1.7,4.7,0.368,3.1,5.3,0.586,1.4,2.5,0.565,1.0,5.4,6.4,2.2,1.2,0.2,1.7,4.2,12.7,11.0,0.5770000000000001,0.46799999999999997,0.247,3.2,16.6,10.0,8.7,1.6,0.4,13.4,15.7,0.5,0.4,0.9,0.064,-1.4,-1.5,-2.9,-0.2,Cavaliers,2017-2018,REG,54,0.69,1.44,0.5,0.39,0.78,0.54,0.89,1.39,1.315
361,Zaza Pachulia,C,5.5,9.8,0.564,0.0,0.0,0.0,5.5,9.7,0.5670000000000001,2.8,3.4,0.8059999999999999,3.3,8.6,11.9,4.0,1.4,0.6,2.7,4.5,13.8,17.0,0.612,0.004,0.35200000000000004,11.0,25.0,18.5,15.2,1.9,1.4,19.1,17.0,1.8,1.4,3.3,0.161,-0.5,1.3,0.8,0.7,Warriors,2017-2018,REG,55,0.78,4.25,0.51,0.78,2.89,0.33,2.36,0.35,1.5190000000000001
362,Marcus Paige,PG,5.1,18.0,0.28600000000000003,2.6,10.3,0.25,2.6,7.7,0.33299999999999996,2.6,2.6,1.0,0.0,5.1,5.1,3.9,0.0,0.0,0.0,0.0,15.4,9.1,0.40299999999999997,0.5710000000000001,0.14300000000000002,0.0,15.7,7.7,16.1,0.0,0.0,0.0,23.0,0.0,0.0,0.0,-0.006,-2.4,-4.4,-6.9,0.0,Hornets,2017-2018,REG,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Georgios Papagiannis,C,5.3,12.4,0.429,0.0,0.0,,5.3,12.4,0.429,0.0,0.0,,3.8,7.1,10.9,2.7,1.2,1.8,2.4,3.5,10.6,12.2,0.429,0.0,0.0,11.6,23.4,17.2,11.2,1.6,4.7,16.0,18.4,-0.1,0.1,0.0,0.005,-5.5,1.8,-3.7,-0.1,Kings,2017-2018,REG,16,0.0,1.5,0.13,0.25,0.25,0.63,0.13,1.13,0.8290000000000001
364,Jabari Parker,PF,7.8,16.1,0.48200000000000004,1.5,3.9,0.38299999999999995,6.3,12.2,0.514,1.9,2.6,0.741,2.0,5.3,7.3,2.9,1.2,0.5,2.2,2.4,18.9,17.1,0.55,0.244,0.163,6.6,17.1,11.9,13.1,1.7,1.2,11.2,24.4,0.6,0.6,1.2,0.08,-0.2,-1.6,-1.8,0.0,Bucks,2017-2018,REG,17,1.06,4.82,1.53,1.18,3.82,3.06,2.41,1.82,1.2770000000000001
365,Tony Parker,PG,6.0,13.0,0.45899999999999996,0.3,1.2,0.27,5.6,11.8,0.479,1.8,2.6,0.705,0.2,3.0,3.2,6.6,0.9,0.0,2.3,1.7,14.2,12.7,0.498,0.095,0.201,0.7,9.2,4.9,28.2,1.3,0.1,13.9,20.5,0.4,1.1,1.4,0.065,-2.4,-1.7,-4.1,-0.6,Spurs,2017-2018,REG,42,1.24,5.0,1.24,0.24,2.88,2.29,1.71,1.95,1.117
366,Chandler Parsons,SF,5.6,12.2,0.462,2.7,6.3,0.42100000000000004,3.0,5.9,0.504,0.9,1.4,0.63,0.7,4.0,4.7,3.6,0.9,0.6,1.8,2.8,14.8,13.6,0.578,0.517,0.115,2.3,13.0,7.5,16.4,1.3,1.5,12.5,18.3,0.7,0.4,1.1,0.077,0.4,-1.6,-1.2,0.1,Grizzlies,2017-2018,REG,32,0.75,2.25,1.16,0.69,2.81,2.22,1.88,0.94,1.207
367,Patrick Patterson,PF,3.0,7.5,0.39799999999999996,1.9,4.8,0.386,1.1,2.7,0.42100000000000004,1.1,1.3,0.87,0.9,4.6,5.5,1.6,1.4,0.7,0.9,2.5,9.0,10.0,0.555,0.643,0.17300000000000001,2.7,14.6,8.4,6.1,1.9,1.6,10.3,10.8,1.2,1.4,2.6,0.098,-1.6,0.3,-1.3,0.2,Thunder,2017-2018,REG,70,0.41,0.83,0.51,0.36,0.56,1.03,0.63,1.56,1.158
368,Brandon Paul,SG,3.4,7.9,0.433,0.9,3.4,0.278,2.5,4.6,0.5479999999999999,1.4,2.7,0.512,0.4,3.9,4.2,2.3,1.6,0.4,1.8,3.6,9.2,7.5,0.504,0.425,0.33899999999999997,1.1,12.0,6.5,9.0,2.2,1.0,16.6,13.6,-0.3,0.8,0.5,0.044000000000000004,-3.6,0.9,-2.8,-0.1,Spurs,2017-2018,REG,56,0.41,1.14,0.63,0.27,0.41,0.34,0.57,1.02,1.149
369,Chris Paul,PG,7.2,15.6,0.46,2.8,7.4,0.38,4.3,8.2,0.532,4.0,4.3,0.919,0.7,5.4,6.1,8.9,1.9,0.3,2.5,2.7,21.1,24.4,0.604,0.475,0.27699999999999997,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,6.2,0.9,7.1,4.3,Rockets,2017-2018,REG,50,1.66,4.6,2.68,1.28,3.62,5.0,4.68,5.06,1.364
370,Adreian Payne,PF,5.9,8.4,0.7,1.7,2.5,0.667,4.2,5.9,0.7140000000000001,4.2,5.0,0.833,1.7,5.9,7.5,0.0,1.7,0.0,1.7,5.0,17.6,18.8,0.831,0.3,0.6,5.1,18.0,11.5,0.0,2.3,0.0,13.7,15.0,0.1,0.0,0.2,0.203,0.1,-4.1,-4.1,0.0,Magic,2017-2018,REG,5,0.0,1.2,1.0,1.2,1.0,0.4,0.0,2.8,2.1
371,Cameron Payne,PG,5.4,13.3,0.405,2.2,5.6,0.385,3.2,7.7,0.419,0.7,1.0,0.75,1.1,3.2,4.3,7.0,1.6,0.6,2.2,2.7,13.7,14.0,0.498,0.423,0.07400000000000001,3.2,9.8,6.4,29.9,2.2,1.4,14.0,19.3,0.3,0.4,0.8,0.063,-0.2,-0.8,-0.9,0.2,Bulls,2017-2018,REG,11,1.82,3.64,2.09,1.09,0.91,2.73,0.73,3.73,1.072
372,Elfrid Payton,PG,6.6,13.3,0.493,0.6,1.8,0.326,6.0,11.4,0.52,2.2,3.3,0.649,1.3,4.2,5.5,7.8,1.7,0.4,3.3,2.9,15.9,16.5,0.5379999999999999,0.138,0.252,3.8,12.8,8.2,34.9,2.2,1.0,18.5,21.9,1.4,1.4,2.8,0.075,0.1,0.0,0.1,1.0,"Magic, Suns",2017-2018,REG,58,2.53,8.86,1.72,1.1,4.07,2.47,3.95,2.66,1.217
373,London Perrantes,PG,1.1,7.1,0.154,0.0,1.6,0.0,1.1,5.5,0.2,1.6,2.7,0.6,0.5,1.6,2.2,2.7,1.1,0.5,0.5,3.3,3.8,0.7,0.23,0.231,0.385,1.7,5.0,3.4,9.4,1.5,1.3,6.2,10.9,-0.1,0.0,-0.1,-0.086,-7.5,-1.3,-8.7,-0.1,Cavaliers,2017-2018,REG,8,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.667
374,Alec Peters,PF,4.5,11.8,0.37799999999999995,2.9,9.3,0.31,1.6,2.6,0.625,1.3,1.6,0.8,1.3,4.6,5.9,1.9,0.3,0.3,0.6,2.1,13.1,10.7,0.523,0.784,0.135,3.7,14.0,8.8,7.9,0.4,0.7,4.9,15.5,0.2,0.0,0.3,0.055,-0.2,-3.1,-3.3,-0.1,Suns,2017-2018,REG,12,0.33,0.5,0.25,0.17,0.0,0.0,0.25,1.75,0.75
375,Marshall Plumlee,C,0.7,2.1,0.33299999999999996,0.0,0.0,,0.7,2.1,0.33299999999999996,8.3,11.1,0.75,2.8,9.0,11.8,1.4,0.0,0.7,2.1,6.9,9.7,10.9,0.6970000000000001,0.0,5.332999999999999,9.0,29.2,19.2,4.8,0.0,1.6,23.0,11.3,0.1,0.0,0.2,0.14300000000000002,-3.7,-1.9,-5.7,0.0,Bucks,2017-2018,REG,7,0.57,0.29,0.86,0.29,0.0,0.86,0.29,0.86,4.666
376,Mason Plumlee,C,5.5,9.2,0.601,0.0,0.0,0.0,5.5,9.2,0.602,2.1,4.5,0.45799999999999996,3.3,6.7,10.0,3.6,1.2,2.0,2.6,4.6,13.1,16.9,0.586,0.003,0.486,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,1.8,1.8,3.6,0.12,-0.9,2.7,1.8,1.4,Nuggets,2017-2018,REG,61,0.57,6.16,1.1,1.3,2.02,1.64,2.49,1.38,1.4040000000000001
377,Miles Plumlee,C,4.1,7.1,0.583,0.0,0.0,,4.1,7.1,0.583,1.1,2.4,0.45,3.0,5.9,8.9,1.8,0.7,1.2,2.5,3.1,9.3,10.6,0.574,0.0,0.33299999999999996,9.4,18.3,13.9,7.2,0.9,2.8,23.4,12.8,0.1,0.7,0.9,0.046,-3.8,1.3,-2.5,-0.1,Hawks,2017-2018,REG,46,0.22,3.87,0.72,0.93,1.39,0.83,1.3,0.87,1.3030000000000002
378,Jakob Poeltl,C,6.0,9.1,0.659,0.0,0.0,0.5,6.0,9.0,0.66,1.4,2.4,0.594,3.9,5.4,9.3,1.3,0.9,2.4,2.0,5.0,13.4,17.5,0.662,0.005,0.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.17600000000000002,0.4,2.9,3.3,2.0,Raptors,2017-2018,REG,68,0.49,5.82,1.24,2.09,1.38,2.1,1.21,2.04,1.445
379,Quincy Pondexter,SF,2.6,9.0,0.28600000000000003,0.6,4.0,0.136,2.0,5.0,0.40700000000000003,2.6,3.1,0.8240000000000001,1.5,3.5,5.0,1.7,1.5,0.4,2.0,4.4,8.3,4.0,0.39799999999999996,0.449,0.34700000000000003,4.2,10.8,7.4,6.3,2.0,0.9,16.3,15.0,-0.3,0.1,-0.2,-0.047,-6.1,-0.6,-6.7,-0.2,Bulls,2017-2018,REG,23,0.43,0.87,0.7,0.26,0.3,0.26,0.3,1.09,0.9179999999999999
380,Bobby Portis,PF,8.4,17.8,0.47100000000000003,1.8,4.9,0.359,6.6,12.9,0.514,2.6,3.4,0.769,3.5,7.4,10.9,2.7,1.1,0.5,2.3,2.8,21.1,19.7,0.5479999999999999,0.275,0.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,2.0,1.5,3.5,0.10099999999999999,1.0,-0.6,0.3,1.0,Bulls,2017-2018,REG,59,1.05,6.07,2.02,2.59,2.12,4.58,1.9,4.59,1.204
381,Kristaps Porzingis,PF,9.0,20.6,0.439,2.1,5.3,0.395,7.0,15.3,0.45399999999999996,5.1,6.4,0.7929999999999999,1.4,5.9,7.3,1.3,0.8,2.7,2.2,3.3,25.2,20.4,0.539,0.256,0.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31.0,1.4,1.8,3.2,0.099,-0.5,-0.2,-0.7,0.5,Knicks,2017-2018,REG,48,1.17,7.04,2.88,1.71,7.1,4.9,5.23,5.04,1.224
382,Dwight Powell,C,5.5,9.3,0.593,0.6,1.8,0.33299999999999996,4.9,7.4,0.6559999999999999,2.9,4.0,0.7190000000000001,2.9,6.7,9.6,2.0,1.4,0.7,1.3,4.0,14.4,18.8,0.6559999999999999,0.195,0.43,8.7,21.3,14.7,8.5,2.0,1.7,10.3,15.5,4.6,2.1,6.6,0.191,1.1,1.6,2.7,2.0,Mavericks,2017-2018,REG,67,0.48,5.61,0.97,1.55,1.4,2.93,1.48,2.55,1.556
383,Norman Powell,SG,5.1,12.7,0.401,1.8,6.3,0.285,3.3,6.4,0.516,1.1,1.3,0.821,0.5,3.6,4.0,3.0,1.3,0.5,2.2,3.8,13.1,8.5,0.49200000000000005,0.49700000000000005,0.10400000000000001,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,-0.6,1.2,0.6,0.027000000000000003,-2.5,-0.4,-2.8,-0.2,Raptors,2017-2018,REG,58,1.16,2.66,1.22,0.55,0.95,1.98,1.0,1.86,1.034
384,Alex Poythress,PF,3.8,9.0,0.423,1.4,3.8,0.364,2.4,5.2,0.467,0.0,0.0,,2.4,3.5,5.9,0.7,1.0,0.3,0.7,5.5,9.0,7.8,0.5,0.423,0.0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12.0,0.1,0.1,0.1,0.066,-2.3,-1.7,-4.0,-0.1,Pacers,2017-2018,REG,23,0.09,0.61,0.09,0.0,0.0,0.17,0.0,0.96,1.083
385,Jacob Pullen,PG,6.0,12.0,0.5,0.0,6.0,0.0,6.0,6.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,-2.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.3,0.0,0.0,0.0,-0.21,-10.5,-4.7,-15.2,0.0,76ers,2017-2018,REG,3,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,1.0
386,Rodney Purvis,SG,4.3,13.3,0.327,1.6,6.5,0.25,2.7,6.8,0.4,1.6,1.9,0.867,0.1,3.2,3.4,2.1,0.4,0.4,1.2,3.2,11.9,4.5,0.423,0.486,0.14,0.4,9.9,5.1,8.5,0.5,0.8,8.1,18.7,-0.4,0.1,-0.3,-0.055999999999999994,-5.0,-2.9,-7.9,-0.4,Magic,2017-2018,REG,4,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,1.1540000000000001
387,Zhou Qi,C,1.7,9.3,0.188,0.6,5.5,0.105,1.2,3.8,0.308,2.3,3.5,0.667,1.7,4.6,6.4,0.6,0.6,4.1,2.9,4.1,6.4,1.9,0.295,0.594,0.375,5.5,14.4,10.0,2.1,0.8,9.6,21.2,16.8,-0.5,0.2,-0.3,-0.10400000000000001,-10.3,3.1,-7.2,-0.2,Rockets,2017-2018,REG,14,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.21,0.708
388,Ivan Rabb,PF,6.0,10.6,0.5660000000000001,0.0,0.0,,6.0,10.6,0.5660000000000001,2.0,2.5,0.8059999999999999,3.7,7.3,11.0,2.2,0.8,0.9,2.4,3.8,14.0,16.6,0.599,0.0,0.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,0.7,0.5,1.2,0.109,-1.7,0.3,-1.5,0.1,Grizzlies,2017-2018,REG,27,0.37,2.59,0.44,1.07,0.74,1.3,1.26,1.11,1.4
389,Julius Randle,C,8.3,14.9,0.5579999999999999,0.2,0.7,0.222,8.1,14.1,0.575,5.0,7.0,0.718,3.0,7.8,10.8,3.5,0.7,0.7,3.5,4.5,21.7,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4.0,2.6,6.6,0.145,0.4,0.6,0.9,1.6,Lakers,2017-2018,REG,68,2.71,11.44,2.43,2.81,4.96,3.9,3.41,3.35,1.462
390,Zach Randolph,PF,8.6,18.2,0.473,1.2,3.5,0.34700000000000003,7.4,14.7,0.503,2.0,2.6,0.785,2.3,7.2,9.5,3.0,1.0,0.2,2.8,2.8,20.5,17.3,0.529,0.193,0.14,7.0,23.7,15.0,14.9,1.4,0.6,12.5,27.6,0.3,1.2,1.5,0.048,-0.6,-1.2,-1.8,0.1,Kings,2017-2018,REG,57,0.39,7.82,1.6,2.61,4.79,3.19,5.02,1.72,1.1340000000000001
391,Xavier Rathan-Mayes,SG,3.7,12.8,0.28600000000000003,0.3,4.3,0.071,3.4,8.5,0.39299999999999996,1.2,2.7,0.444,0.0,1.5,1.5,5.5,1.8,0.9,3.4,5.5,8.8,0.9,0.315,0.33299999999999996,0.214,0.0,5.0,2.5,23.0,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-0.171,-8.7,-2.0,-10.7,-0.3,Grizzlies,2017-2018,REG,5,0.8,2.4,0.2,0.0,1.0,1.0,0.6,3.2,0.69
392,Davon Reed,SG,3.3,11.3,0.289,1.6,5.7,0.289,1.6,5.7,0.289,1.2,1.8,0.667,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4,4.8,0.38799999999999996,0.5,0.158,0.9,16.6,8.6,7.6,2.0,0.7,11.0,16.0,-0.5,0.2,-0.3,-0.059000000000000004,-5.8,-1.0,-6.7,-0.3,Suns,2017-2018,REG,12,0.25,0.67,0.0,0.33,0.25,0.0,0.5,2.0,0.892
393,Willie Reed,C,6.8,10.2,0.669,0.1,0.2,0.5,6.7,10.0,0.672,2.7,4.6,0.5820000000000001,2.9,7.2,10.2,0.8,0.8,1.9,1.6,4.7,16.4,19.2,0.6709999999999999,0.017,0.455,9.1,21.8,15.5,3.6,1.0,4.3,11.6,16.6,1.0,0.5,1.5,0.172,-0.8,-0.1,-0.9,0.1,"Clippers, Pistons",2017-2018,REG,42,0.19,3.57,0.71,1.0,0.9,1.55,1.14,1.05,1.6119999999999999
394,Josh Richardson,SF,5.3,11.8,0.451,1.7,4.5,0.37799999999999995,3.6,7.3,0.495,1.6,1.9,0.845,0.9,2.9,3.8,3.1,1.6,1.0,1.9,2.7,14.0,13.6,0.551,0.38,0.16,2.9,9.0,6.0,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.1,1.5,1.4,2.3,Heat,2017-2018,REG,68,1.19,4.21,1.76,0.87,3.6,3.04,2.84,3.62,1.198
395,Malachi Richardson,SG,3.3,10.0,0.33299999999999996,1.3,4.4,0.3,2.0,5.6,0.36,1.9,2.4,0.773,0.6,3.2,3.8,1.4,1.1,0.1,1.1,3.0,9.9,5.9,0.446,0.444,0.244,1.7,10.6,6.0,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.015,-4.3,-2.1,-6.4,-0.4,"Kings, Raptors",2017-2018,REG,26,0.35,0.62,0.85,0.08,0.54,0.96,0.31,1.62,0.9890000000000001
396,Austin Rivers,SG,6.0,14.1,0.424,2.4,6.3,0.37799999999999995,3.6,7.8,0.461,1.8,2.8,0.642,0.5,2.1,2.5,4.2,1.3,0.3,1.9,2.7,16.1,12.6,0.526,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1.0,2.4,0.055999999999999994,0.8,-1.7,-0.9,0.6,Clippers,2017-2018,REG,47,1.19,6.77,1.98,0.96,4.32,3.77,3.96,3.45,1.159
397,Andre Roberson,SG,3.0,5.6,0.537,0.3,1.2,0.222,2.7,4.4,0.627,0.4,1.3,0.316,2.6,3.8,6.4,1.6,1.6,1.2,1.0,3.1,6.7,10.9,0.5429999999999999,0.222,0.235,7.8,12.2,9.9,6.0,2.2,3.1,14.4,8.6,0.8,1.3,2.2,0.1,-1.3,2.8,1.5,0.9,Thunder,2017-2018,REG,39,1.1,4.05,1.15,1.1,1.56,0.82,1.74,0.79,1.198
398,Rajon Rondo,PG,4.9,10.4,0.46799999999999997,1.1,3.2,0.33299999999999996,3.8,7.3,0.526,0.5,1.0,0.5429999999999999,0.7,4.9,5.6,11.3,1.5,0.2,3.2,2.5,11.3,15.3,0.522,0.304,0.09300000000000001,2.0,14.2,8.4,42.2,2.0,0.5,22.7,16.9,1.9,1.7,3.6,0.10099999999999999,-0.4,-0.7,-1.1,0.4,Pelicans,2017-2018,REG,53,1.3,4.6,1.04,0.32,3.04,1.83,1.83,1.19,1.104
399,Derrick Rose,PG,6.9,15.9,0.435,0.6,2.6,0.233,6.3,13.4,0.474,3.4,3.9,0.87,1.1,1.9,3.0,3.2,0.6,0.3,3.0,1.4,17.9,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6,"Cavaliers, Timberwolves",2017-2018,REG,18,1.17,4.78,1.11,0.56,2.67,3.0,1.94,1.22,1.1440000000000001
400,Terrence Ross,SG,4.6,11.5,0.39799999999999996,1.8,5.6,0.32299999999999995,2.8,5.9,0.469,1.6,2.2,0.75,0.6,3.8,4.4,2.3,1.6,0.7,1.7,2.7,12.5,9.9,0.505,0.48700000000000004,0.188,1.8,11.6,6.7,9.3,2.2,1.5,12.3,17.3,-0.2,0.5,0.3,0.025,-2.2,0.1,-2.1,0.0,Magic,2017-2018,REG,22,0.91,2.64,1.82,0.86,2.32,2.55,1.82,2.32,1.119
401,Terry Rozier,PG,5.5,13.9,0.395,2.7,7.0,0.381,2.8,6.9,0.41,2.0,2.6,0.772,1.1,5.4,6.5,4.0,1.4,0.3,1.4,2.1,15.7,15.1,0.52,0.503,0.18600000000000003,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.8,1.0,1.8,2.0,Celtics,2017-2018,REG,68,1.72,2.79,1.91,1.18,2.03,2.93,2.07,3.62,1.141
402,Ricky Rubio,PG,5.5,13.2,0.418,1.5,4.4,0.35200000000000004,4.0,8.8,0.451,3.5,4.1,0.866,0.7,4.9,5.6,6.5,1.9,0.2,3.3,3.3,16.1,15.4,0.537,0.33,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.11199999999999999,0.1,1.6,1.7,2.1,Jazz,2017-2018,REG,65,0.97,3.23,1.82,0.66,3.52,3.14,2.95,2.55,1.157
403,D'Angelo Russell,PG,8.1,19.6,0.414,2.6,8.1,0.324,5.5,11.5,0.47700000000000004,2.8,3.8,0.74,0.9,4.6,5.5,7.3,1.1,0.5,4.3,2.7,21.7,15.2,0.509,0.414,0.195,2.6,13.8,8.1,35.7,1.4,1.0,16.8,30.8,-0.5,0.9,0.4,0.013999999999999999,0.8,-1.2,-0.4,0.5,Nets,2017-2018,REG,34,1.56,5.65,1.74,1.38,4.15,3.74,3.97,4.21,1.1440000000000001
404,Domantas Sabonis,C,6.8,13.1,0.514,0.3,0.7,0.35100000000000003,6.5,12.4,0.524,3.3,4.5,0.75,3.3,8.1,11.4,3.0,0.8,0.6,2.7,4.4,17.1,17.5,0.5670000000000001,0.055999999999999994,0.33899999999999997,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.2,0.8,Pacers,2017-2018,REG,66,0.77,7.58,1.74,1.71,2.76,3.47,2.12,3.3,1.315
405,JaKarr Sampson,SF,4.6,8.5,0.5429999999999999,0.5,1.0,0.5,4.1,7.4,0.5489999999999999,1.0,1.7,0.625,2.2,6.0,8.2,0.9,0.8,2.3,0.8,5.0,10.8,13.9,0.585,0.12300000000000001,0.198,6.7,19.7,12.9,3.9,1.2,6.1,8.3,12.5,0.4,0.4,0.8,0.114,-2.6,1.9,-0.7,0.1,Kings,2017-2018,REG,14,0.29,3.14,1.29,1.07,1.07,1.07,0.86,1.43,1.476
406,Dario Saric,PF,6.3,13.9,0.45299999999999996,2.4,6.2,0.39299999999999996,3.8,7.7,0.501,2.8,3.2,0.86,2.4,5.7,8.1,3.1,0.8,0.3,2.3,2.5,17.8,15.8,0.5820000000000001,0.44799999999999995,0.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.13699999999999998,1.6,-0.2,1.4,2.0,76ers,2017-2018,REG,66,1.18,5.36,2.44,2.02,4.17,3.92,4.35,2.61,1.305
407,Tomas Satoransky,SG,4.4,8.4,0.523,1.0,2.2,0.465,3.4,6.2,0.544,1.6,2.1,0.7809999999999999,1.6,3.5,5.1,6.3,1.1,0.3,1.8,2.9,11.5,15.4,0.615,0.263,0.25,5.0,11.1,8.0,24.8,1.6,0.8,16.3,13.7,3.7,1.3,5.0,0.145,1.3,-0.2,1.1,1.3,Wizards,2017-2018,REG,60,1.0,3.13,1.13,0.87,1.58,1.88,1.58,1.92,1.416
408,Dennis Schroder,PG,8.7,19.9,0.436,1.3,4.5,0.29,7.3,15.3,0.48,3.9,4.6,0.8490000000000001,0.8,2.8,3.6,7.2,1.2,0.1,3.2,2.5,22.5,17.3,0.515,0.22899999999999998,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,0.059000000000000004,1.5,-2.2,-0.7,0.7,Hawks,2017-2018,REG,64,1.53,7.94,3.56,0.88,4.83,5.09,5.3,3.88,1.128
409,Mike Scott,PF,7.1,13.4,0.527,1.7,4.2,0.405,5.4,9.2,0.5820000000000001,1.3,1.9,0.6579999999999999,1.3,5.0,6.3,2.0,0.6,0.3,2.0,3.8,17.1,13.7,0.599,0.311,0.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,1.4,1.0,2.5,0.085,-0.5,-1.8,-2.3,-0.1,Wizards,2017-2018,REG,64,0.36,3.16,1.23,0.88,1.53,3.61,0.95,2.58,1.306
410,Thabo Sefolosha,SF,5.3,10.7,0.49200000000000005,1.4,3.8,0.381,3.8,7.0,0.551,2.0,2.4,0.815,1.3,5.9,7.2,1.5,2.3,0.5,1.3,2.6,13.9,15.8,0.591,0.35,0.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1.0,1.6,2.6,0.156,-0.3,2.3,1.9,0.8,Jazz,2017-2018,REG,38,1.34,3.79,2.13,0.58,1.39,2.66,1.76,2.39,1.3
