,Player,Pos,FG-per-36,FGA-per-36,FG%-per-36,3P-per-36,3PA-per-36,3P%-per-36,2P-per-36,2PA-per-36,2P%-per-36,FT-per-36,FTA-per-36,FT%-per-36,ORB-per-36,DRB-per-36,TRB-per-36,AST-per-36,STL-per-36,BLK-per-36,TOV-per-36,PF-per-36,PTS-per-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Team,Season,Season Type,Games,Fast Break Pts,Points In Paint,Points off TO,2nd Chance PTS,Q1 Points Per Game,Q2 Points Per Game,Q3 Points Per Game,Q4 Points Per Game,Points scored per shot
56,Devin Booker,SG,8.8,20.3,0.43200000000000005,2.8,7.4,0.38299999999999995,5.9,12.9,0.46,5.6,6.4,0.878,0.5,4.2,4.7,4.9,0.9,0.3,3.7,3.2,26.0,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.4,0.4,1.2,Suns,2017-2018,REG,54,3.43,6.7,2.57,1.8,6.41,6.24,6.5,5.78,1.276
57,Trevor Booker,PF,5.5,10.7,0.516,0.2,1.0,0.242,5.3,9.6,0.545,2.1,2.9,0.71,3.6,6.2,9.9,2.5,0.9,0.7,1.8,3.7,13.3,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-1.0,0.5,-0.5,0.4,"Nets, 76ers, Pacers",2017-2018,REG,56,0.79,4.61,1.07,1.54,1.93,1.71,1.13,1.59,1.254
58,Chris Boucher,PF,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.5,0.0,1.0,0.0,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,-0.899,-38.9,-20.1,-59.0,0.0,Warriors,2017-2018,REG,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Avery Bradley,SG,6.5,15.7,0.414,1.9,5.1,0.369,4.6,10.6,0.436,1.6,2.1,0.768,0.6,2.4,2.9,2.4,1.3,0.2,2.5,2.3,16.5,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-2.8,-1.4,-4.2,-0.8,"Pistons, Clippers",2017-2018,REG,46,1.83,5.13,2.78,1.52,4.48,3.2,4.0,2.59,1.05
60,Tony Bradley,C,3.7,13.7,0.273,0.0,1.2,0.0,3.7,12.4,0.3,2.5,2.5,1.0,5.0,8.7,13.7,1.2,0.0,0.0,0.0,1.2,9.9,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.033,-6.6,-3.0,-9.6,-0.1,Jazz,2017-2018,REG,9,0.0,0.67,0.0,0.44,0.0,0.0,0.0,0.89,0.727
61,Corey Brewer,SF-SG,4.2,9.4,0.449,0.9,3.3,0.282,3.3,6.1,0.539,1.9,2.7,0.722,1.3,3.3,4.6,1.9,2.4,0.4,1.5,4.1,11.3,11.2,0.534,0.348,0.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,0.091,-1.6,1.0,-0.6,0.4,"Lakers, Thunder",2017-2018,REG,60,1.03,2.63,0.92,0.57,0.85,1.15,1.15,1.18,1.204
62,Malcolm Brogdon,PG,6.1,12.6,0.485,1.6,4.0,0.385,4.6,8.6,0.532,1.9,2.1,0.882,0.6,3.3,3.9,3.8,1.0,0.3,1.7,3.2,15.7,14.3,0.578,0.32,0.16899999999999998,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,0.6,-1.9,-1.3,0.2,Bucks,2017-2018,REG,46,1.7,6.61,1.93,0.89,2.8,3.63,2.78,4.04,1.247
63,Aaron Brooks,PG,5.3,13.1,0.406,2.1,5.9,0.355,3.2,7.2,0.447,1.5,2.1,0.727,1.3,1.9,3.2,3.8,1.1,0.0,2.1,5.3,14.3,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-0.8,-3.6,-4.3,-0.1,Timberwolves,2017-2018,REG,29,0.0,0.48,0.21,0.38,0.1,0.55,0.14,1.1,1.078
64,Dillon Brooks,SF,5.2,11.8,0.44,1.4,4.0,0.35600000000000004,3.8,7.8,0.484,1.9,2.5,0.747,0.8,3.2,3.9,2.1,1.1,0.3,1.9,3.6,13.8,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-1.8,-1.3,-3.1,-0.7,Grizzlies,2017-2018,REG,68,1.79,4.32,1.74,0.78,3.0,1.91,2.54,2.47,1.146
65,Bobby Brown,PG,5.9,18.2,0.32799999999999996,3.4,12.5,0.275,2.5,5.6,0.444,0.3,0.6,0.5,0.0,2.2,2.2,3.4,1.3,0.0,2.8,1.9,15.7,5.5,0.425,0.69,0.034,0.0,6.8,3.4,15.0,1.7,0.0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-5.0,-4.2,-9.3,-0.2,Rockets,2017-2018,REG,20,0.0,0.4,0.6,0.15,0.15,0.2,0.3,1.85,0.862
66,Jaylen Brown,SG,6.2,13.4,0.465,2.0,5.1,0.395,4.2,8.3,0.507,2.5,3.9,0.644,1.1,4.7,5.8,1.9,1.2,0.4,2.1,3.0,17.0,13.6,0.562,0.381,0.29,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.1,-0.6,0.4,-0.2,1.0,Celtics,2017-2018,REG,61,2.05,6.2,2.89,1.84,5.36,2.07,4.57,1.98,1.244
67,Lorenzo Brown,PG,3.6,8.8,0.41200000000000003,0.5,3.1,0.16699999999999998,3.1,5.7,0.545,0.5,0.5,1.0,0.3,3.6,3.9,3.4,1.3,0.0,0.8,1.8,8.3,8.2,0.45899999999999996,0.353,0.059000000000000004,0.8,11.1,6.0,12.4,1.8,0.0,7.9,11.9,0.0,0.1,0.2,0.06,-2.8,-0.2,-3.0,0.0,Raptors,2017-2018,REG,12,0.17,0.67,0.0,0.0,0.0,0.17,0.0,1.0,0.667
68,Markel Brown,SG,2.3,8.1,0.28600000000000003,1.2,5.8,0.2,1.2,2.3,0.5,0.0,0.0,,1.2,4.6,5.8,2.3,0.0,0.0,2.3,7.0,5.8,-1.2,0.35700000000000004,0.7140000000000001,0.0,3.7,14.4,9.1,8.7,0.0,0.0,22.2,12.8,-0.1,0.0,0.0,-0.063,-6.7,-1.7,-8.4,-0.1,Rockets,2017-2018,REG,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.7140000000000001
69,Sterling Brown,SG,3.8,9.5,0.4,1.5,4.2,0.35200000000000004,2.3,5.3,0.439,1.0,1.1,0.875,1.3,5.4,6.6,1.2,1.4,0.6,1.2,3.7,10.1,9.1,0.503,0.444,0.11699999999999999,4.1,17.5,10.8,4.5,2.0,1.4,10.4,14.0,0.0,0.7,0.7,0.043,-3.1,-1.0,-4.0,-0.4,Bucks,2017-2018,REG,43,0.86,1.58,0.95,0.51,1.19,1.14,0.74,1.49,1.114
70,Nicolas Brussino,SF,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,0.0,1.0,0.0,0.0,33.5,16.7,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,-0.18,-13.8,-4.7,-18.5,0.0,Hawks,2017-2018,REG,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Thomas Bryant,C,4.0,10.5,0.381,0.5,5.0,0.1,3.5,5.5,0.636,2.5,4.5,0.556,1.5,7.0,8.5,3.0,0.5,1.0,1.0,3.0,11.0,9.9,0.441,0.47600000000000003,0.429,4.5,20.6,12.6,11.5,0.7,2.3,7.4,15.9,0.0,0.1,0.1,0.05,-3.8,-0.4,-4.2,0.0,Lakers,2017-2018,REG,10,0.0,0.2,0.6,0.2,0.0,0.0,0.0,1.1,1.222
72,Reggie Bullock,SF,5.5,11.3,0.489,2.6,5.8,0.445,3.0,5.5,0.536,0.8,1.0,0.7959999999999999,0.6,2.6,3.2,2.0,1.0,0.3,1.0,1.5,14.5,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.11699999999999999,1.3,-0.7,0.7,1.2,Pistons,2017-2018,REG,52,1.46,3.58,1.96,1.13,3.52,3.1,2.98,1.25,1.288
73,Trey Burke,PG,8.9,17.6,0.503,1.7,4.8,0.36200000000000004,7.1,12.8,0.556,1.7,2.6,0.649,0.6,2.7,3.3,7.8,1.1,0.2,2.0,2.0,21.1,21.0,0.563,0.273,0.14800000000000002,1.8,8.2,5.0,36.4,1.5,0.4,9.5,25.1,2.0,0.3,2.4,0.145,4.2,-3.2,1.0,0.6,Knicks,2017-2018,REG,23,0.7,2.43,1.52,0.52,1.17,3.09,1.65,4.48,1.207
74,Alec Burks,SG,5.8,14.1,0.41100000000000003,1.6,4.8,0.331,4.2,9.2,0.452,3.6,4.2,0.863,0.6,5.9,6.5,2.3,1.3,0.3,2.0,2.5,16.8,13.1,0.527,0.34299999999999997,0.3,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-2.8,-0.2,Jazz,2017-2018,REG,59,0.9,3.19,1.51,0.69,1.68,1.95,1.63,2.78,1.194
75,Jimmy Butler,SG,7.3,15.3,0.474,1.2,3.3,0.35,6.1,12.0,0.509,6.0,7.1,0.8540000000000001,1.3,3.9,5.2,4.8,1.9,0.4,1.8,1.3,21.7,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,4.9,0.1,5.0,3.8,Timberwolves,2017-2018,REG,56,2.38,8.46,3.88,2.09,5.14,5.05,5.14,6.43,1.409
76,Dwight Buycks,PG,6.9,16.7,0.414,1.3,3.8,0.33299999999999996,5.6,12.9,0.43799999999999994,3.0,3.5,0.878,1.0,2.4,3.5,5.0,1.6,0.2,3.3,3.3,18.1,12.8,0.498,0.22699999999999998,0.207,3.0,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027000000000000003,-2.5,-1.8,-4.3,-0.2,Pistons,2017-2018,REG,25,1.04,3.28,1.72,0.24,1.08,2.12,1.56,3.6,1.124
77,Bruno Caboclo,SF,3.0,10.4,0.29,1.0,5.7,0.17600000000000002,2.0,4.7,0.429,1.7,2.0,0.833,2.4,5.0,7.4,1.3,1.0,1.3,1.3,2.7,8.7,7.7,0.386,0.5479999999999999,0.19399999999999998,7.1,16.6,11.7,6.3,1.4,3.5,10.6,15.8,-0.1,0.1,0.0,-0.017,-4.7,-0.2,-4.9,-0.1,"Raptors, Kings",2017-2018,REG,6,0.0,0.67,0.5,0.67,0.0,0.0,0.0,1.83,0.647
78,Jose Calderon,PG,3.7,7.3,0.503,1.8,3.8,0.46399999999999997,1.9,3.5,0.545,0.9,1.2,0.8,0.6,2.8,3.3,4.6,1.1,0.1,1.6,3.2,10.0,11.3,0.643,0.524,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,0.1,-2.0,-1.9,0.0,Cavaliers,2017-2018,REG,45,0.31,0.89,0.51,0.13,1.09,0.76,1.16,0.78,1.405
79,Kentavious Caldwell-Pope,SG,5.0,11.7,0.426,2.3,6.1,0.38299999999999995,2.7,5.6,0.473,2.2,2.8,0.789,0.9,4.8,5.7,2.4,1.6,0.2,1.4,2.1,14.5,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.10300000000000001,0.6,0.4,1.0,1.9,Lakers,2017-2018,REG,60,3.0,3.43,2.58,1.52,3.63,2.85,4.18,2.8,1.245
80,Isaiah Canaan,PG-SG,4.4,11.7,0.38,1.9,5.6,0.33299999999999996,2.6,6.1,0.423,3.9,4.4,0.902,0.5,3.3,3.8,6.5,1.4,0.1,2.5,3.1,14.7,13.5,0.539,0.48200000000000004,0.37200000000000005,1.5,10.0,5.7,26.7,1.8,0.2,15.4,18.9,0.5,0.1,0.6,0.07200000000000001,0.1,-2.5,-2.4,0.0,"Rockets, Suns",2017-2018,REG,20,1.25,2.8,1.55,0.4,1.35,2.05,2.4,2.8,1.255
81,Clint Capela,C,7.8,12.0,0.652,0.0,0.0,0.0,7.8,11.9,0.653,2.5,4.5,0.56,4.3,9.9,14.2,1.2,1.0,2.4,1.8,3.3,18.2,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,0.1,2.9,3.0,2.6,Rockets,2017-2018,REG,62,0.89,12.0,1.92,2.66,3.55,3.85,3.65,3.16,1.5319999999999998
82,DeMarre Carroll,SF,5.4,13.0,0.414,2.4,6.5,0.371,3.0,6.5,0.457,3.1,4.1,0.764,1.7,6.2,7.9,2.4,1.0,0.5,1.7,2.7,16.2,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.4,-0.3,0.2,1.2,Nets,2017-2018,REG,63,1.62,4.54,2.02,2.0,3.76,3.13,3.9,2.59,1.234
83,Vince Carter,SF,4.0,9.9,0.40299999999999997,2.0,5.8,0.345,2.0,4.1,0.483,1.0,1.3,0.757,0.6,4.6,5.2,2.4,1.5,0.9,1.3,3.4,11.0,10.8,0.523,0.583,0.131,1.9,15.1,8.2,9.7,2.1,2.4,10.7,14.7,0.3,0.9,1.2,0.055999999999999994,-1.5,0.4,-1.1,0.2,Kings,2017-2018,REG,47,0.47,1.19,0.89,0.4,0.55,2.09,1.15,1.64,1.099
84,Michael Carter-Williams,PG,3.3,9.9,0.332,0.6,2.5,0.237,2.7,7.3,0.365,3.1,3.8,0.82,1.6,4.4,5.9,5.0,1.9,1.0,2.2,4.3,10.3,10.8,0.446,0.258,0.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,-0.2,1.1,0.9,0.05,-2.6,2.0,-0.6,0.3,Hornets,2017-2018,REG,52,0.35,2.08,0.65,0.42,0.67,1.71,0.52,1.69,1.044
85,Alex Caruso,PG,3.2,7.4,0.431,0.8,2.8,0.302,2.4,4.7,0.507,1.3,1.9,0.7,1.0,3.2,4.2,4.8,1.5,0.6,2.7,3.3,8.6,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.040999999999999995,-3.4,0.5,-2.9,-0.1,Lakers,2017-2018,REG,28,0.39,1.57,0.46,0.25,0.32,0.86,0.46,1.07,1.1340000000000001
86,Omri Casspi,SF,5.8,10.1,0.58,0.5,1.1,0.455,5.4,9.0,0.595,2.4,3.4,0.725,1.5,8.3,9.7,2.5,0.9,0.9,1.8,3.5,14.6,15.5,0.632,0.106,0.33299999999999996,4.9,24.0,15.1,9.5,1.2,2.0,13.5,16.3,1.2,1.0,2.2,0.14,-1.5,0.0,-1.4,0.1,Warriors,2017-2018,REG,51,1.04,3.76,1.33,0.82,1.04,1.47,1.14,2.12,1.462
87,Willie Cauley-Stein,C,6.8,13.6,0.502,0.1,0.2,0.25,6.8,13.4,0.506,2.7,4.4,0.619,2.3,6.7,9.0,3.0,1.4,1.2,1.9,3.3,16.4,17.6,0.529,0.016,0.32,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,1.7,2.2,3.9,0.092,-1.3,1.7,0.4,1.2,Kings,2017-2018,REG,60,1.13,8.6,1.87,1.58,3.38,3.07,2.77,3.3,1.188
88,Tyler Cavanaugh,PF,4.7,10.6,0.441,2.2,6.2,0.36,2.4,4.4,0.556,1.2,1.5,0.81,3.1,5.7,8.8,1.9,0.6,0.3,1.0,4.2,12.7,13.0,0.5670000000000001,0.586,0.138,9.7,17.7,13.7,7.8,0.8,0.7,8.0,14.8,0.9,0.3,1.2,0.109,0.5,-1.5,-1.0,0.1,Hawks,2017-2018,REG,32,0.22,1.56,0.38,0.84,0.84,1.5,0.91,1.84,1.315
89,Mario Chalmers,PG,4.3,11.2,0.379,1.3,4.8,0.27699999999999997,2.9,6.4,0.456,3.0,3.5,0.855,0.3,3.6,4.0,5.0,2.0,0.4,3.0,4.5,12.8,10.4,0.503,0.431,0.312,1.0,12.0,6.4,21.5,2.8,0.9,18.8,19.6,-0.6,1.3,0.6,0.021,-2.2,-0.5,-2.7,-0.3,Grizzlies,2017-2018,REG,56,1.02,2.82,1.64,0.41,1.95,2.23,1.8,1.89,1.119
90,Tyson Chandler,C,3.8,5.8,0.647,0.0,0.0,,3.8,5.8,0.647,1.8,2.9,0.624,4.2,8.9,13.1,1.7,0.5,0.8,1.8,3.3,9.4,14.2,0.6579999999999999,0.0,0.49700000000000005,12.2,26.8,19.4,6.6,0.7,1.9,20.5,10.6,1.9,0.8,2.7,0.111,-1.3,1.0,-0.3,0.5,Suns,2017-2018,REG,46,0.67,5.22,0.72,2.35,2.04,1.78,1.85,0.85,1.604
91,Wilson Chandler,SF,4.3,9.7,0.445,1.4,3.8,0.358,3.0,5.9,0.501,1.4,1.7,0.772,1.6,4.5,6.1,2.4,0.7,0.6,1.4,2.4,11.3,11.0,0.542,0.39,0.18100000000000002,4.9,14.1,9.6,9.5,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-0.5,-0.4,-0.9,0.6,Nuggets,2017-2018,REG,62,1.18,4.71,1.74,1.29,2.47,2.82,3.16,1.5,1.1640000000000001
92,Marquese Chriss,PF,4.8,11.2,0.423,1.3,4.5,0.295,3.4,6.8,0.509,2.3,3.7,0.608,1.8,7.5,9.3,2.0,1.2,1.7,2.5,4.8,13.1,11.1,0.509,0.39799999999999996,0.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,-0.8,1.5,0.7,0.023,-3.3,1.3,-2.0,0.0,Suns,2017-2018,REG,62,0.82,2.9,1.0,0.95,1.79,1.69,1.94,1.34,1.117
93,Ian Clark,SG,5.5,12.2,0.44799999999999995,1.5,4.8,0.318,4.0,7.4,0.5329999999999999,1.1,1.5,0.763,0.2,2.9,3.1,2.7,0.8,0.2,1.4,3.0,13.6,9.4,0.529,0.39399999999999996,0.11900000000000001,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037000000000000005,-2.0,-2.0,-3.9,-0.7,Pelicans,2017-2018,REG,60,1.12,2.77,1.0,0.37,0.9,2.5,1.12,2.23,1.0859999999999999
94,Jordan Clarkson,SG,8.2,18.2,0.451,2.1,6.1,0.35200000000000004,6.1,12.1,0.5,2.9,3.6,0.8,1.1,3.1,4.1,4.2,1.1,0.1,2.4,2.0,21.4,16.4,0.542,0.33299999999999996,0.19899999999999998,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3.0,0.077,0.8,-2.7,-1.9,0.1,"Lakers, Cavaliers",2017-2018,REG,67,1.99,5.85,2.09,1.52,2.34,4.85,2.49,4.45,1.18
95,Gian Clavell,SG,3.4,10.1,0.33299999999999996,3.4,8.4,0.4,0.0,1.7,0.0,1.1,1.1,1.0,0.6,3.4,3.9,1.7,1.1,0.0,1.1,4.5,11.3,7.4,0.53,0.833,0.111,1.7,10.8,6.1,6.7,1.6,0.0,9.6,14.8,0.0,0.0,0.1,0.042,-1.7,-1.9,-3.6,0.0,Mavericks,2017-2018,REG,7,0.0,0.0,0.43,0.43,0.0,0.43,0.0,2.43,1.111
96,Antonius Cleveland,SG,2.3,6.1,0.381,0.9,1.2,0.75,1.5,5.0,0.294,1.2,1.8,0.667,0.9,3.2,4.1,0.6,2.0,1.5,2.0,6.7,6.7,4.5,0.486,0.19,0.28600000000000003,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0.0,-0.006,-6.7,2.2,-4.5,-0.1,Mavericks,2017-2018,REG,13,0.0,0.31,0.0,0.15,0.15,0.15,0.0,0.46,0.7140000000000001
97,John Collins,PF,6.3,11.0,0.5760000000000001,0.3,0.9,0.34,6.0,10.0,0.598,2.7,3.8,0.715,3.5,7.4,10.9,2.0,0.9,1.6,2.1,4.3,15.7,18.3,0.62,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.2,1.9,1.7,1.7,Hawks,2017-2018,REG,63,0.94,7.59,2.11,2.32,2.54,2.13,3.1,2.7,1.436
98,Zach Collins,C,4.0,10.0,0.39799999999999996,1.2,3.9,0.31,2.8,6.1,0.455,0.9,1.4,0.643,1.6,6.1,7.6,1.8,0.6,1.1,2.0,4.6,10.1,7.5,0.475,0.391,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.1,0.9,-3.2,-0.3,Trail Blazers,2017-2018,REG,52,0.08,1.88,0.44,0.6,0.92,1.21,0.65,1.58,1.037
99,Kyle Collinsworth,SF,2.8,7.4,0.384,0.3,1.3,0.235,2.5,6.1,0.415,1.6,3.0,0.525,2.4,5.6,8.0,4.2,1.3,0.7,1.8,3.3,7.6,10.0,0.433,0.172,0.40399999999999997,7.2,18.0,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-4.0,2.2,-1.8,0.0,Mavericks,2017-2018,REG,22,0.23,1.73,0.55,0.36,0.18,0.82,0.41,1.05,1.0590000000000002
100,Darren Collison,PG,5.6,11.4,0.495,1.7,3.7,0.46799999999999997,3.9,7.7,0.508,2.3,2.6,0.882,0.7,2.5,3.2,6.6,1.6,0.3,1.5,2.2,15.3,18.8,0.61,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.18100000000000002,3.1,-1.0,2.2,2.1,Pacers,2017-2018,REG,56,2.66,3.57,2.82,0.95,3.91,2.36,4.59,1.86,1.359
101,Nick Collison,PF,6.2,9.1,0.684,0.0,0.0,,6.2,9.1,0.684,2.4,6.2,0.385,3.4,6.2,9.6,1.9,0.0,0.0,3.4,3.4,14.9,13.2,0.627,0.0,0.684,10.0,19.9,14.8,8.2,0.0,0.0,22.1,18.2,0.1,0.0,0.1,0.064,-3.5,-2.9,-6.5,-0.1,Thunder,2017-2018,REG,13,0.15,2.0,0.0,0.31,0.15,0.15,0.31,1.69,1.579
102,Mike Conley,PG,6.2,16.2,0.381,2.3,7.4,0.312,3.9,8.8,0.44,5.1,6.4,0.8029999999999999,0.0,2.6,2.6,4.7,1.2,0.3,1.7,2.3,19.8,15.4,0.52,0.45799999999999996,0.39299999999999996,0.0,8.6,4.2,22.2,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.077,1.2,-3.5,-2.3,0.0,Grizzlies,2017-2018,REG,12,1.67,5.83,1.92,0.75,3.75,4.17,3.42,5.75,1.22
103,Pat Connaughton,SG,4.0,9.4,0.423,1.8,5.1,0.35200000000000004,2.2,4.4,0.506,0.9,1.1,0.841,0.9,3.0,3.9,2.2,0.6,0.5,1.0,2.9,10.7,9.3,0.539,0.5379999999999999,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-0.9,-0.4,-1.3,0.3,Trail Blazers,2017-2018,REG,68,0.31,2.03,0.57,0.47,1.75,1.31,1.22,1.59,1.1740000000000002
104,Quinn Cook,PG,5.9,12.3,0.484,2.2,5.1,0.442,3.7,7.2,0.514,1.1,1.2,0.88,0.5,3.5,4.0,4.3,0.6,0.0,1.6,2.9,15.2,12.8,0.593,0.413,0.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,1.1,0.4,1.6,0.10099999999999999,0.6,-2.8,-2.2,0.0,Warriors,2017-2018,REG,19,1.0,1.16,0.79,0.0,1.11,0.47,1.21,1.0,1.0
105,Charles Cooke,SG,1.9,13.3,0.14300000000000002,0.9,7.6,0.125,0.9,5.7,0.16699999999999998,0.9,1.9,0.5,0.0,1.9,1.9,0.9,0.9,0.0,0.9,0.0,5.7,-5.1,0.20199999999999999,0.5710000000000001,0.14300000000000002,0.0,5.5,2.9,3.2,1.3,0.0,6.3,18.1,-0.2,0.0,-0.2,-0.239,-10.8,-3.8,-14.6,-0.1,Pelicans,2017-2018,REG,9,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.67,0.6
106,Jack Cooley,PF,5.4,11.2,0.48100000000000004,0.0,0.0,,5.4,11.2,0.48100000000000004,5.8,7.9,0.737,5.8,6.6,12.4,2.5,0.4,0.0,1.2,5.4,16.6,19.7,0.5660000000000001,0.0,0.7040000000000001,17.6,21.9,19.6,10.5,0.6,0.0,7.8,19.8,0.3,0.0,0.3,0.182,0.9,-2.5,-1.6,0.0,Kings,2017-2018,REG,2,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,1.429
107,Matt Costello,C,2.3,4.5,0.5,0.0,0.0,,2.3,4.5,0.5,0.0,0.0,,1.1,9.0,10.1,2.3,2.3,2.3,1.1,7.9,4.5,9.7,0.5,0.0,0.0,3.4,27.9,15.6,8.3,3.2,5.2,20.0,7.0,0.0,0.1,0.1,0.127,-5.0,6.6,1.6,0.0,Spurs,2017-2018,REG,4,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0
108,DeMarcus Cousins,C,8.4,17.9,0.47,2.2,6.1,0.354,6.3,11.8,0.53,6.1,8.2,0.746,2.2,10.6,12.8,5.3,1.6,1.6,5.0,3.8,25.1,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,1.9,3.6,5.5,3.3,Pelicans,2017-2018,REG,46,1.89,11.43,3.39,3.26,6.7,6.39,5.67,6.2,1.3980000000000001
109,Robert Covington,SF,4.9,11.9,0.413,2.9,7.8,0.369,2.0,4.1,0.49700000000000005,1.6,1.9,0.853,0.8,5.4,6.2,2.2,1.9,1.0,1.8,3.4,14.3,12.9,0.563,0.6579999999999999,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.11599999999999999,0.4,2.1,2.5,2.9,76ers,2017-2018,REG,65,1.97,2.83,2.32,1.58,3.18,3.4,3.31,2.6,1.205
110,Allen Crabbe,SG,5.5,13.6,0.40700000000000003,3.3,8.7,0.37799999999999995,2.2,4.8,0.461,1.9,2.2,0.852,0.5,4.9,5.3,1.9,0.8,0.6,1.3,2.8,16.2,12.3,0.5579999999999999,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.4,-1.2,-0.8,0.7,Nets,2017-2018,REG,64,1.23,2.41,1.86,1.05,3.88,2.53,3.48,2.58,1.141
111,Torrey Craig,SF,3.5,7.8,0.45299999999999996,1.0,3.3,0.293,2.6,4.5,0.57,1.3,2.0,0.629,2.3,5.0,7.3,1.4,0.7,0.9,1.1,3.6,9.3,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2.0,11.6,11.9,0.5,0.4,0.9,0.069,-1.7,-0.8,-2.5,-0.1,Nuggets,2017-2018,REG,26,0.35,2.08,0.35,1.0,1.58,0.65,1.35,0.69,1.22
