Player,Pos,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,MPG
Gheorghe Mureșan,C,76,76,2242,7.482604817127564,12.813559322033898,0.0,0.016057091882247992,2.7618198037466546,4.463871543264942,3.982158786797502,7.707404103479036,0.8991971454058876,0.8349687778768956,2.7618198037466546,2.296164139161463,4.768956289027654,17.727029438001782,21.0,0.6,0.001,0.348,13.3,24.7,19.1,4.2,1.2,5.5,13.4,21.2,4.3,3.8,8.0,0.172,0.9,0.8,1.7,29.5
Tracy Murray,SF,82,37,2458,7.264442636289666,15.993490642799022,2.211554109031733,5.243287225386493,2.665581773799837,3.2074857607811227,1.6696501220504474,3.485760781122864,1.918633034987795,1.274206672091131,0.5858421480878763,1.9332790886899918,3.046379170056957,19.4060211554109,16.8,0.557,0.32799999999999996,0.201,5.5,11.6,8.5,9.3,1.8,1.2,10.0,23.7,4.0,0.9,4.9,0.096,2.0,-1.8,0.1,29.975609756097562
Dikembe Mutombo,C,74,74,2713,3.768521931441209,7.550313306302986,0.0,0.013269443420567637,3.264283081459639,4.697382970880944,3.3040914117213416,8.25359380759307,1.4330998894213047,0.5042388499815702,4.405455215628455,1.9904165130851454,3.42351640250645,10.801326944342057,17.1,0.562,0.002,0.622,10.6,26.6,18.6,6.1,0.7,8.8,17.1,14.4,2.6,5.0,7.6,0.134,-0.7,2.8,2.1,36.66216216216216
Johnny Newman,SG,82,82,2690,4.2959107806691454,8.68550185873606,0.8163568773234201,2.168029739776952,2.489219330855019,3.104832713754647,0.883271375464684,1.7933085501858737,2.0609665427509296,1.204460966542751,0.20074349442379183,1.4453531598513012,3.4394052044609666,11.89739776951673,11.5,0.5920000000000001,0.25,0.35700000000000004,3.0,6.2,4.6,8.8,1.8,0.4,12.6,14.6,3.7,0.7,4.4,0.079,-1.2,-0.1,-1.4,32.80487804878049
Shaquille O'Neal,C,54,52,1946,10.95169578622816,19.109969167523126,0.018499486125385406,0.03699897225077081,4.606372045220966,9.453237410071942,3.366906474820144,7.658787255909558,2.867420349434738,0.6289825282631039,2.1274409044193217,2.867420349434738,3.5704008221993835,26.528263103802672,26.4,0.57,0.002,0.495,11.1,24.2,17.8,15.9,0.9,4.4,11.0,32.8,3.9,3.0,6.9,0.171,3.5,0.2,3.7,36.03703703703704
Charles Oakley,PF,53,51,1775,4.27943661971831,9.08619718309859,0.14197183098591548,0.5273239436619718,3.549295774647887,4.259154929577464,3.285633802816901,6.043943661971831,2.7785915492957747,1.1763380281690141,0.28394366197183096,2.109295774647887,3.954929577464789,12.250140845070423,15.1,0.5589999999999999,0.057999999999999996,0.469,11.1,19.3,15.3,12.1,1.7,0.6,16.1,16.9,2.6,3.0,5.6,0.15,-0.1,1.0,0.9,33.490566037735846
Hakeem Olajuwon,C,72,72,2797,9.884876653557383,19.229174115123346,0.038612799427958526,0.1801930639971398,5.109760457633178,7.053271362173757,2.2652842331069003,7.825527350732928,3.3078298176617804,1.454415445119771,2.664283160529138,3.179120486235252,3.114765820521988,24.918126564175903,25.5,0.5579999999999999,0.009000000000000001,0.36700000000000005,7.3,24.0,15.9,18.3,2.1,5.3,12.5,31.9,4.5,5.2,9.7,0.166,2.8,2.0,4.9,38.84722222222222
Billy Owens,SF,40,40,1388,6.198847262247838,12.268011527377523,0.0,0.15561959654178675,2.9048991354466858,4.590778097982709,2.438040345821326,4.979827089337176,3.4755043227665707,0.7780979827089337,0.5706051873198847,2.930835734870317,3.4236311239193085,15.302593659942364,14.8,0.536,0.013000000000000001,0.374,8.1,15.7,12.0,17.2,1.1,1.2,17.0,21.7,0.8,2.0,2.7,0.095,0.2,0.6,0.8,34.7
Robert Pack,PG,31,31,1084,6.3099630996309966,14.745387453874539,0.8634686346863469,3.2546125461254616,5.11439114391144,6.044280442804428,0.96309963099631,3.4206642066420665,8.03690036900369,2.059040590405904,0.033210332103321034,3.785977859778598,2.2583025830258303,18.59778597785978,19.3,0.534,0.221,0.41,3.2,11.0,7.2,35.3,2.9,0.1,17.9,26.3,1.5,1.2,2.7,0.121,2.4,-0.4,2.0,34.96774193548387
Gary Payton,PG,81,81,3162,7.036053130929791,14.527514231499051,1.1157495256166983,3.4041745730550286,2.607210626185958,3.4838709677419355,1.1840607210626186,2.6755218216318783,6.922201138519924,2.6299810246679316,0.21631878557874762,2.9601518026565463,2.5161290322580645,17.795066413662237,19.6,0.5539999999999999,0.23399999999999999,0.24,4.1,8.4,6.3,33.3,3.7,0.5,15.6,23.6,5.9,5.6,11.5,0.174,2.8,1.8,4.6,39.03703703703704
Wesley Person,SG,82,47,2609,5.381372173246454,12.101188194710616,1.6144116519739364,4.318896128784975,2.0421617477960905,2.649290916059793,0.7727098505174396,3.6565733997700267,1.9041778459179761,0.7589114603296282,0.3035645841318513,1.2280567267152165,2.0421617477960905,14.419317746262935,12.6,0.5429999999999999,0.35700000000000004,0.21899999999999997,2.5,11.6,7.1,8.2,1.1,0.6,8.5,17.9,2.9,1.2,4.0,0.07400000000000001,0.1,-1.2,-1.2,31.817073170731707
Bobby Phills,SG,72,69,2530,5.4924901185770745,11.753359683794466,1.3233201581027667,3.0023715415019763,2.6466403162055334,3.4150197628458496,0.8822134387351779,2.831620553359684,3.8561264822134387,1.451383399209486,0.3841897233201581,1.792885375494071,2.7320158102766796,14.95494071146245,16.8,0.564,0.255,0.29100000000000004,3.2,10.7,6.9,19.7,2.4,0.9,11.9,21.1,4.5,2.7,7.1,0.136,1.1,0.6,1.7,35.138888888888886
Scottie Pippen,SF,77,77,2825,7.174513274336284,15.495929203539824,1.9115044247787611,5.110088495575222,2.8035398230088497,4.128849557522124,1.936991150442478,4.383716814159293,5.760000000000001,1.6948672566371683,0.7263716814159292,2.6378761061946903,2.523185840707965,19.06407079646018,21.0,0.551,0.33,0.266,6.3,14.2,10.2,25.2,2.5,1.5,13.2,24.4,7.0,5.3,12.3,0.209,4.6,1.7,6.3,36.688311688311686
Olden Polynice,C,81,80,2441,6.3564113068414585,12.063908234330192,0.014748054076198279,0.044244162228594834,1.79926259729619,2.9938549774682506,3.7902498975829575,7.477263416632527,0.8553871364195001,0.7668988119623105,0.9733715690290864,1.8730028676771815,3.68701351904957,14.526833265055304,15.8,0.5429999999999999,0.004,0.248,12.1,24.1,18.1,4.1,1.1,2.0,12.3,18.6,2.5,2.8,5.3,0.105,-0.4,-1.3,-1.7,30.135802469135804
